date,product_name,size,unit_price,quantity
2024-02-10,Meat Shawarma,Medium,15,51
2024-02-10,Meat Shawarma,Large,18,37
2024-02-10,Mixed Shawarma,Small,14,23
2024-02-10,Mixed Shawarma,Medium,17,45
2024-02-10,Mixed Shawarma,Large,20,29
2024-02-11,Chicken Shawarma,Small,10,50
2024-02-11,Chicken Shawarma,Medium,12,65
2024-02-11,Chicken Shawarma,Large,14,58
2024-02-11,Meat Shawarma,Small,12,38
2024-02-11,Meat Shawarma,Medium,15,60
2024-02-11,Meat Shawarma,Large,18,49
2024-02-11,Mixed Shawarma,Small,14,31
2024-02-11,Mixed Shawarma,Medium,17,38
2024-02-11,Mixed Shawarma,Large,20,37
2024-02-12,Chicken Shawarma,Small,10,29
2024-02-12,Chicken Shawarma,Medium,12,44
2024-02-12,Chicken Shawarma,Large,14,40
2024-02-12,Meat Shawarma,Small,12,23
2024-02-12,Meat Shawarma,Medium,15,33
2024-02-12,Meat Shawarma,Large,18,32
2024-02-12,Mixed Shawarma,Small,14,20
2024-02-12,Mixed Shawarma,Medium,17,32
2024-02-12,Mixed Shawarma,Large,20,24
2024-02-13,Chicken Shawarma,Small,10,33
2024-02-13,Chicken Shawarma,Medium,12,51
2024-02-13,Chicken Shawarma,Large,14,34
2024-02-13,Meat Shawarma,Small,12,21
2024-02-13,Meat Shawarma,Medium,15,30
2024-02-13,Meat Shawarma,Large,18,25
2024-02-13,Mixed Shawarma,Small,14,17
2024-02-13,Mixed Shawarma,Medium,17,30
2024-02-13,Mixed Shawarma,Large,20,18
2024-02-14,Chicken Shawarma,Small,10,30
2024-02-14,Chicken Shawarma,Medium,12,42
2024-02-14,Chicken Shawarma,Large,14,31
2024-02-14,Meat Shawarma,Small,12,26
2024-02-14,Meat Shawarma,Medium,15,28
2024-02-14,Meat Shawarma,Large,18,27
2024-02-14,Mixed Shawarma,Small,14,18
2024-02-14,Mixed Shawarma,Medium,17,33
2024-02-14,Mixed Shawarma,Large,20,23
2024-02-15,Chicken Shawarma,Small,10,28
2024-02-15,Chicken Shawarma,Medium,12,50
2024-02-15,Chicken Shawarma,Large,14,35
2024-02-15,Meat Shawarma,Small,12,22
2024-02-15,Meat Shawarma,Medium,15,30
2024-02-15,Meat Shawarma,Large,18,25
2024-02-15,Mixed Shawarma,Small,14,21
2024-02-15,Mixed Shawarma,Medium,17,29
2024-02-15,Mixed Shawarma,Large,20,27
2024-02-16,Chicken Shawarma,Small,10,39
2024-02-16,Chicken Shawarma,Medium,12,69
2024-02-16,Chicken Shawarma,Large,14,42
2024-02-16,Meat Shawarma,Small,12,34
2024-02-16,Meat Shawarma,Medium,15,45
2024-02-16,Meat Shawarma,Large,18,33
2024-02-16,Mixed Shawarma,Small,14,31
2024-02-16,Mixed Shawarma,Medium,17,38
2024-02-16,Mixed Shawarma,Large,20,28
2024-02-17,Chicken Shawarma,Small,10,45
2024-02-17,Chicken Shawarma,Medium,12,60
2024-02-17,Chicken Shawarma,Large,14,50
2024-02-17,Meat Shawarma,Small,12,28
2024-02-17,Meat Shawarma,Medium,15,59
2024-02-17,Meat Shawarma,Large,18,36
2024-02-17,Mixed Shawarma,Small,14,33
2024-02-17,Mixed Shawarma,Medium,17,42
2024-02-17,Mixed Shawarma,Large,20,32
2024-02-18,Chicken Shawarma,Small,10,41
2024-02-18,Chicken Shawarma,Medium,12,73
2024-02-18,Chicken Shawarma,Large,14,61
2024-02-18,Meat Shawarma,Small,12,37
2024-02-18,Meat Shawarma,Medium,15,57
2024-02-18,Meat Shawarma,Large,18,41
2024-02-18,Mixed Shawarma,Small,14,27
2024-02-18,Mixed Shawarma,Medium,17,46
2024-02-18,Mixed Shawarma,Large,20,32
2024-02-19,Chicken Shawarma,Small,10,33
2024-02-19,Chicken Shawarma,Medium,12,43
2024-02-19,Chicken Shawarma,Large,14,40
2024-02-19,Meat Shawarma,Small,12,23
2024-02-19,Meat Shawarma,Medium,15,32
2024-02-19,Meat Shawarma,Large,18,33
2024-02-19,Mixed Shawarma,Small,14,18
2024-02-19,Mixed Shawarma,Medium,17,33
2024-02-19,Mixed Shawarma,Large,20,21
2024-02-20,Chicken Shawarma,Small,10,27
2024-02-20,Chicken Shawarma,Medium,12,48
2024-02-20,Chicken Shawarma,Large,14,32
2024-02-20,Meat Shawarma,Small,12,25
2024-02-20,Meat Shawarma,Medium,15,28
2024-02-20,Meat Shawarma,Large,18,33
2024-02-20,Mixed Shawarma,Small,14,16
2024-02-20,Mixed Shawarma,Medium,17,28
2024-02-20,Mixed Shawarma,Large,20,24
2024-02-21,Chicken Shawarma,Small,10,24
2024-02-21,Chicken Shawarma,Medium,12,48
2024-02-21,Chicken Shawarma,Large,14,29
2024-02-21,Meat Shawarma,Small,12,24
2024-02-21,Meat Shawarma,Medium,15,38
2024-02-21,Meat Shawarma,Large,18,24
2024-02-21,Mixed Shawarma,Small,14,18
2024-02-21,Mixed Shawarma,Medium,17,25
2024-02-21,Mixed Shawarma,Large,20,18
2024-02-22,Chicken Shawarma,Small,10,28
2024-02-22,Chicken Shawarma,Medium,12,46
2024-02-22,Chicken Shawarma,Large,14,40
2024-02-22,Meat Shawarma,Small,12,20
2024-02-22,Meat Shawarma,Medium,15,37
2024-02-22,Meat Shawarma,Large,18,31
2024-02-22,Mixed Shawarma,Small,14,21
2024-02-22,Mixed Shawarma,Medium,17,24
2024-02-22,Mixed Shawarma,Large,20,26
2024-02-23,Chicken Shawarma,Small,10,38
2024-02-23,Chicken Shawarma,Medium,12,57
2024-02-23,Chicken Shawarma,Large,14,47
2024-02-23,Meat Shawarma,Small,12,38
2024-02-23,Meat Shawarma,Medium,15,61
2024-02-23,Meat Shawarma,Large,18,36
2024-02-23,Mixed Shawarma,Small,14,27
2024-02-23,Mixed Shawarma,Medium,17,37
2024-02-23,Mixed Shawarma,Large,20,38
2024-02-24,Chicken Shawarma,Small,10,48
2024-02-24,Chicken Shawarma,Medium,12,58
2024-02-24,Chicken Shawarma,Large,14,57
2024-02-24,Meat Shawarma,Small,12,33
2024-02-24,Meat Shawarma,Medium,15,46
2024-02-24,Meat Shawarma,Large,18,47
2024-02-24,Mixed Shawarma,Small,14,28
2024-02-24,Mixed Shawarma,Medium,17,49
2024-02-24,Mixed Shawarma,Large,20,30
2024-02-25,Chicken Shawarma,Small,10,40
2024-02-25,Chicken Shawarma,Medium,12,77
2024-02-25,Chicken Shawarma,Large,14,46
2024-02-25,Meat Shawarma,Small,12,39
2024-02-25,Meat Shawarma,Medium,15,47
2024-02-25,Meat Shawarma,Large,18,49
2024-02-25,Mixed Shawarma,Small,14,31
2024-02-25,Mixed Shawarma,Medium,17,49
2024-02-25,Mixed Shawarma,Large,20,36
2024-02-26,Chicken Shawarma,Small,10,30
2024-02-26,Chicken Shawarma,Medium,12,45
2024-02-26,Chicken Shawarma,Large,14,41
2024-02-26,Meat Shawarma,Small,12,26
2024-02-26,Meat Shawarma,Medium,15,30
2024-02-26,Meat Shawarma,Large,18,26
2024-02-26,Mixed Shawarma,Small,14,18
2024-02-26,Mixed Shawarma,Medium,17,24
2024-02-26,Mixed Shawarma,Large,20,21
2024-02-27,Chicken Shawarma,Small,10,33
2024-02-27,Chicken Shawarma,Medium,12,40
2024-02-27,Chicken Shawarma,Large,14,28
2024-02-27,Meat Shawarma,Small,12,23
2024-02-27,Meat Shawarma,Medium,15,29
2024-02-27,Meat Shawarma,Large,18,28
2024-02-27,Mixed Shawarma,Small,14,18
2024-02-27,Mixed Shawarma,Medium,17,30
2024-02-27,Mixed Shawarma,Large,20,24
2024-02-28,Chicken Shawarma,Small,10,26
2024-02-28,Chicken Shawarma,Medium,12,41
2024-02-28,Chicken Shawarma,Large,14,30
2024-02-28,Meat Shawarma,Small,12,23
2024-02-28,Meat Shawarma,Medium,15,34
2024-02-28,Meat Shawarma,Large,18,25
2024-02-28,Mixed Shawarma,Small,14,17
2024-02-28,Mixed Shawarma,Medium,17,31
2024-02-28,Mixed Shawarma,Large,20,27
2024-02-29,Chicken Shawarma,Small,10,34
2024-02-29,Chicken Shawarma,Medium,12,48
2024-02-29,Chicken Shawarma,Large,14,37
2024-02-29,Meat Shawarma,Small,12,18
2024-02-29,Meat Shawarma,Medium,15,29
2024-02-29,Meat Shawarma,Large,18,28
2024-02-29,Mixed Shawarma,Small,14,22
2024-02-29,Mixed Shawarma,Medium,17,27
2024-02-29,Mixed Shawarma,Large,20,23
2024-03-01,Chicken Shawarma,Small,10,43
2024-03-01,Chicken Shawarma,Medium,12,79
2024-03-01,Chicken Shawarma,Large,14,76
2024-03-01,Meat Shawarma,Small,12,41
2024-03-01,Meat Shawarma,Medium,15,64
2024-03-01,Meat Shawarma,Large,18,45
2024-03-01,Mixed Shawarma,Small,14,30
2024-03-01,Mixed Shawarma,Medium,17,53
2024-03-01,Mixed Shawarma,Large,20,47
2024-03-02,Chicken Shawarma,Small,10,60
2024-03-02,Chicken Shawarma,Medium,12,83
2024-03-02,Chicken Shawarma,Large,14,58
2024-03-02,Meat Shawarma,Small,12,39
2024-03-02,Meat Shawarma,Medium,15,65
2024-03-02,Meat Shawarma,Large,18,60
2024-03-02,Mixed Shawarma,Small,14,32
2024-03-02,Mixed Shawarma,Medium,17,63
2024-03-02,Mixed Shawarma,Large,20,43
2024-03-03,Chicken Shawarma,Small,10,44
2024-03-03,Chicken Shawarma,Medium,12,85
2024-03-03,Chicken Shawarma,Large,14,57
2024-03-03,Meat Shawarma,Small,12,38
2024-03-03,Meat Shawarma,Medium,15,54
2024-03-03,Meat Shawarma,Large,18,46
2024-03-03,Mixed Shawarma,Small,14,33
2024-03-03,Mixed Shawarma,Medium,17,48
2024-03-03,Mixed Shawarma,Large,20,35
2024-03-04,Chicken Shawarma,Small,10,30
2024-03-04,Chicken Shawarma,Medium,12,44
2024-03-04,Chicken Shawarma,Large,14,40
2024-03-04,Meat Shawarma,Small,12,34
2024-03-04,Meat Shawarma,Medium,15,36
2024-03-04,Meat Shawarma,Large,18,33
2024-03-04,Mixed Shawarma,Small,14,28
2024-03-04,Mixed Shawarma,Medium,17,32
2024-03-04,Mixed Shawarma,Large,20,23
2024-03-05,Chicken Shawarma,Small,10,31
2024-03-05,Chicken Shawarma,Medium,12,61
2024-03-05,Chicken Shawarma,Large,14,36
2024-03-05,Meat Shawarma,Small,12,26
2024-03-05,Meat Shawarma,Medium,15,36
